,year,month,day,Max_tmp,Min_tmp,Cloud,TRainfall(mm),WindDirect,WindSpeed
557,2018,7,12,33.4,28.3,85,Trace,80,19.2
558,2018,7,13,28.7,25.9,92,50.4,80,24.9
559,2018,7,14,29.5,25.3,90,52.7,90,37.8
560,2018,7,15,28.3,25,92,67.4,80,46.6
561,2018,7,16,31.4,25.7,80,5.8,70,41.8
562,2018,7,17,34.3,26.9,83,6.5,70,29.8
563,2018,7,18,29.5,26.4,89,29.6,90,42.3
564,2018,7,19,29.7,26.6,85,17.3,80,36.5
565,2018,7,20,31.6,26,71,7.1,80,26.1
566,2018,7,21,33.1,27.4,54,-,230,12.2
567,2018,7,22,32.4,27.9,67,Trace,230,15
568,2018,7,23,31.2,26.3,81,30.8,120,26
569,2018,7,24,32,28,84,0.1,140,30.9
570,2018,7,25,31.7,27,70,2.7,110,15.6
571,2018,7,26,32.3,27.3,82,3.4,120,14.8
572,2018,7,27,33,27.7,77,0.3,140,11.4
573,2018,7,28,33.7,28.2,55,-,120,10.5
574,2018,7,29,34.3,27.9,41,-,200,9
575,2018,7,30,33.7,28.1,53,-,220,12
576,2018,7,31,33.2,27.1,65,3.3,230,18.9
577,2018,8,1,32.4,27.9,76,2.7,230,20.2
578,2018,8,2,32.9,26.6,79,6.1,230,26
579,2018,8,3,31.8,29.1,86,Trace,230,22.1
580,2018,8,4,32.5,27.3,80,5,200,10
581,2018,8,5,33.1,28.9,84,0.5,140,7.3
582,2018,8,6,33.8,28.8,84,-,90,7.4
583,2018,8,7,34.2,28.4,78,-,80,9.5
584,2018,8,8,33.9,27.1,72,0.5,90,27.1
585,2018,8,9,33.6,29.2,79,Trace,80,38.5
586,2018,8,10,29.5,26,91,47.9,70,25.5
587,2018,8,11,28.2,25.8,90,51.9,100,25.6
588,2018,8,12,28.1,25.8,90,18.9,100,23.9
589,2018,8,13,32.6,27.3,80,0.1,80,24.5
590,2018,8,14,29.9,26.4,89,32.9,90,28.3
591,2018,8,15,30.9,26.4,88,2.2,130,22.5
592,2018,8,16,29,26.7,88,3.2,140,19.5
593,2018,8,17,28.3,25.5,89,36.1,210,8.1
594,2018,8,18,30.9,25.9,88,21.8,230,14.2
595,2018,8,19,30.4,26.4,89,31.2,240,22.6
596,2018,8,20,30.5,26.1,91,61.1,230,14.3
597,2018,8,21,30.2,26.7,83,25.7,10,8.1
598,2018,8,22,31.8,24.7,71,26.4,270,12.7
599,2018,8,23,30.9,24.6,86,24.9,280,20.3
600,2018,8,24,31.9,25.6,83,0.1,270,17.5
601,2018,8,25,32.9,27.8,66,-,270,20.7
602,2018,8,26,31.4,25.5,86,80.2,360,9.5
603,2018,8,27,29.9,25.2,89,27.3,220,14.5
604,2018,8,28,29.2,25.2,93,71.6,200,16.8
605,2018,8,29,29.3,26.1,89,23.3,180,35
606,2018,8,30,28.9,26.9,90,6.3,180,36.3
607,2018,8,31,29,27,89,7.2,150,30.2
608,2018,9,1,27.9,25,89,32,150,12.7
609,2018,9,2,29.9,24.6,76,9.8,30,5.9
610,2018,9,3,30.5,25.6,70,0.3,230,9.3
611,2018,9,4,32,27,40,-,240,23.8
612,2018,9,5,33.1,27.9,54,0.1,250,18.8
613,2018,9,6,31.8,28.2,77,-,30,7.5
614,2018,9,7,31.2,28,76,Trace,100,6.2
615,2018,9,8,29.6,25.6,86,24.6,360,16.1
616,2018,9,9,30.5,24.6,86,16.7,360,24.9
617,2018,9,10,28.3,24.3,83,0.2,70,15
618,2018,9,11,32.7,25.2,46,-,350,10.6
619,2018,9,12,28.7,26.9,87,Trace,70,43.3
620,2018,9,13,30.3,26.3,69,2.5,70,33.5
621,2018,9,14,31.7,26.7,72,-,40,13
622,2018,9,15,35.1,26.8,59,Trace,10,23.3
623,2018,9,16,31.8,23.6,97,167.5,120,101.3
624,2018,9,17,30.4,25.8,93,12,110,43
625,2018,9,18,31.8,26.5,65,1.2,80,20.8
626,2018,9,19,31.4,26.2,43,-,200,7.8
627,2018,9,20,31.9,27,63,-,220,11.3
628,2018,9,21,31.9,27.4,33,-,160,7.5
629,2018,9,22,33.2,27,51,-,100,8.3
630,2018,9,23,32.4,27.6,76,Trace,100,9.1
631,2018,9,24,29.6,24.8,80,72.2,90,9.5
632,2018,9,25,30.2,24.8,82,34.5,100,20.1
633,2018,9,26,28.6,25.1,77,9.7,100,14.5
634,2018,9,27,30.2,26,88,Trace,100,6.5
635,2018,9,28,31.3,25.8,74,-,360,14.4
636,2018,9,29,31.3,24.3,26,-,350,25.2
637,2018,9,30,30.6,25,29,-,360,22.9
638,2018,10,1,29.6,23.2,70,2.9,80,19.7
639,2018,10,2,30.4,25.3,33,-,80,24.8
640,2018,10,3,30.5,25,30,-,90,21
641,2018,10,4,30.5,24.2,8,-,350,14.4
642,2018,10,5,31.4,23.6,16,-,350,24.5
643,2018,10,6,30.9,23.5,18,-,350,19.9
644,2018,10,7,30.5,25.1,43,-,80,20.3
645,2018,10,8,29.8,24.3,60,2,80,23.5
646,2018,10,9,29.3,25.1,72,0.6,90,16.8
647,2018,10,10,29.2,22.5,82,42.8,360,16.1
648,2018,10,11,24.7,22.3,88,-,360,28.8
649,2018,10,12,27.1,22,85,0.3,80,29.1
650,2018,10,13,26.8,22.7,86,0.4,80,34.6
651,2018,10,14,27.3,23.6,82,0.6,80,28.3
652,2018,10,15,27.9,24.3,83,31.4,90,20.5
653,2018,10,16,25.8,23.2,91,8.9,10,13.4
654,2018,10,17,25.2,21.9,90,1.5,10,18.6
655,2018,10,18,23.9,20.9,91,12.6,50,40.5
656,2018,10,19,26,23,87,0.2,70,49.2
657,2018,10,20,24.9,23.3,86,Trace,70,40.6
658,2018,10,21,27.3,23.2,49,Trace,80,30.1
659,2018,10,22,27.4,23.7,62,Trace,70,12.6
660,2018,10,23,27.4,24.1,78,0.1,70,17.1
661,2018,10,24,27.4,24,78,Trace,80,25.9
662,2018,10,25,27.7,24.4,54,-,80,21.3
663,2018,10,26,28.6,23.9,41,-,360,12.7
664,2018,10,27,27.9,23.7,53,-,360,25.8
665,2018,10,28,27.5,21.7,13,-,360,13.9
666,2018,10,29,28.9,22.2,4,-,360,18.7
667,2018,10,30,28.5,23.4,24,-,360,29.9
668,2018,10,31,27.2,22.9,83,-,360,39.5
669,2018,11,1,27.4,22.6,84,-,360,42.7
670,2018,11,2,24.8,20.1,91,0.1,360,28.7
671,2018,11,3,23.4,19.4,99,8.3,360,17.3
672,2018,11,4,25.7,22.3,92,Trace,80,28.3
673,2018,11,5,26.7,23.5,77,Trace,70,35.2
674,2018,11,6,27.1,23.3,41,-,70,34.5
675,2018,11,7,27.1,23.6,73,-,70,29
676,2018,11,8,27.3,23.9,81,Trace,10,11.9
677,2018,11,9,27.1,22.9,82,-,360,28.4
678,2018,11,10,25.4,23.4,88,Trace,70,45.2
679,2018,11,11,25.7,22.5,68,-,70,26
680,2018,11,12,28,23.2,76,Trace,100,10.3
681,2018,11,13,26.3,23.2,80,Trace,70,29.8
682,2018,11,14,25.5,22.7,80,Trace,80,40.7
683,2018,11,15,23.6,22.7,86,Trace,70,40.8
684,2018,11,16,24.9,22.9,87,1.1,70,29.1
685,2018,11,17,23.8,23.1,96,0.5,70,35.3
686,2018,11,18,25.8,22.7,85,-,70,24.4
687,2018,11,19,25.8,22,78,-,10,21.5
688,2018,11,20,24,22,84,0.1,70,36.1
689,2018,11,21,27.2,21.2,82,2.4,60,22
690,2018,11,22,21.9,18.8,88,0.2,360,34.7
691,2018,11,23,23.4,18.1,40,Trace,360,22.3
692,2018,11,24,23.1,20.5,78,Trace,70,32.1
693,2018,11,25,21.6,17.4,95,21,40,24.6
694,2018,11,26,20.9,17,93,15.7,40,22.7
695,2018,11,27,22.5,19,89,16.3,40,25.9
696,2018,11,28,21.4,19.2,88,7.7,60,30.8
697,2018,11,29,23.3,19.8,46,Trace,70,30.3
698,2018,11,30,23.2,20.1,46,-,70,32.1
699,2018,12,1,24.2,21.1,56,-,60,27.7
700,2018,12,2,24.3,21.2,51,-,60,21.5
701,2018,12,3,26,22,58,-,40,15
702,2018,12,4,27.1,22.7,58,-,20,10.5
703,2018,12,5,24.8,22.5,82,Trace,70,35
704,2018,12,6,25.1,21.6,83,0.1,70,25.2
705,2018,12,7,23.3,18.5,90,1,70,34.3
706,2018,12,8,19.7,16.7,88,-,10,29.7
707,2018,12,9,18.3,16.4,90,Trace,10,24.9
708,2018,12,10,18.3,15.1,88,0.2,360,21.4
709,2018,12,11,20.4,16.5,84,Trace,350,29.7
710,2018,12,12,16.5,13.7,84,-,360,33.6
711,2018,12,13,18.1,13.5,86,-,360,27.8
712,2018,12,14,18.2,15.5,88,-,10,25.6
713,2018,12,15,21.2,17.2,64,-,50,22.6
714,2018,12,16,20.9,18,88,Trace,360,20.5
715,2018,12,17,21,15.6,38,-,360,22.9
716,2018,12,18,20.2,16.2,38,-,70,27.9
717,2018,12,19,21.5,18.5,78,-,60,31.5
718,2018,12,20,23.2,20.1,80,-,40,16.9
719,2018,12,21,25,21.4,68,-,70,21.2
720,2018,12,22,25.2,20,66,-,50,21.9
721,2018,12,23,22.5,17.5,96,10.5,360,27.9
722,2018,12,24,19,16.8,99,0.1,360,27.8
723,2018,12,25,21.1,18.5,90,-,60,25.8
724,2018,12,26,23.6,18.7,27,-,110,5.9
725,2018,12,27,22.8,18.9,77,Trace,70,27.3
726,2018,12,28,20.2,16.3,79,Trace,360,34.8
727,2018,12,29,16.3,12.5,87,Trace,360,40.3
728,2018,12,30,15.4,10.3,83,Trace,360,37.6
729,2018,12,31,15.6,11.8,77,-,360,26.8
